Symbol,Company,Grade,Current Price,Value,Growth,Momentum,VGM,Quant
CNQ,Canadian Natural Resources Limited,3-Hold,52.58,B,A,C,A,75.0
CNO,CNO Financial Group Inc.,3-Hold,23.05,A,D,B,B,62.5
CNX,CNX Resources Corporation.,3-Hold,15.94,B,D,F,C,50.0
COCO,Vita Coco Company Inc.,4-Sell,13.6,C,C,C,C,37.5
COIN,Coinbase Global Inc.,4-Sell,34.46,F,F,F,F,12.5
COHU,Cohu Inc.,3-Hold,32.32,B,A,D,A,75.0
COLB,Columbia Banking System Inc.,1-Strong Buy,28.71,B,D,A,C,75.0
CMP,Compass Minerals International Inc.,3-Hold,43.63,C,A,D,B,62.5
COLD,Americold Realty Trust Inc.,3-Hold,28.1,D,D,D,F,25.0
COO,The Cooper Companies Inc.,5-Strong Sell,339.23,D,D,C,D,12.5
CNP,CenterPoint Energy Inc.,3-Hold,29.08,C,F,A,D,37.5
COGT,Cogent Biosciences Inc.,3-Hold,11.73,F,F,A,F,25.0
CMS,CMS Energy Corporation,2-Buy,63.49,C,F,B,D,50.0
COOP,MR. COOPER GROUP INC,3-Hold,41.66,A,F,A,B,62.5
COP,ConocoPhillips,3-Hold,116.06,B,A,F,A,75.0
COUR,Coursera Inc.,3-Hold,12.42,F,B,B,C,50.0
CMTG,Claros Mortgage Trust Inc.,4-Sell,14.58,D,F,A,D,25.0
CPA,Copa Holdings S.A.,3-Hold,83.86,A,A,C,A,75.0
CPB,Campbell Soup Company,2-Buy,55.96,B,B,B,A,87.5
COLM,Columbia Sportswear Company,3-Hold,90.16,C,D,D,D,37.5
CORT,Corcept Therapeutics Incorporated,3-Hold,20.38,C,B,A,A,75.0
CPNG,Coupang Inc.,2-Buy,15.78,C,A,C,A,87.5
CPE,Callon Petroleum Company,3-Hold,35.58,A,A,F,A,75.0
CPRI,Capri Holdings Limited,3-Hold,59.75,A,F,F,D,37.5
CRBG,Corebridge Financial Inc.,3-Hold,20.28,A,D,B,A,75.0
CPT,Camden Property Trust,3-Hold,109.54,D,C,C,D,37.5
CPRT,Copart Inc.,3-Hold,60.96,D,A,F,C,50.0
CPRX,Catalyst Pharmaceuticals Inc.,3-Hold,18.68,C,A,A,A,75.0
CRH,CRH PLC,1-Strong Buy,42.18,B,B,A,B,87.5
CRGY,Crescent Energy Company,3-Hold,11.18,A,B,F,A,75.0
CRC,California Resources Corporation,3-Hold,40.75,A,C,C,B,62.5
CRM,Salesforce Inc.,2-Buy,135.79,C,D,D,D,50.0
CRI,Carter's Inc.,3-Hold,77.64,B,F,F,F,25.0
CRK,Comstock Resources Inc.,3-Hold,12.25,A,A,D,A,75.0
CRNX,Crinetics Pharmaceuticals Inc.,3-Hold,17.23,F,F,A,F,25.0
CRNC,Cerence Inc.,3-Hold,21.47,C,F,F,F,25.0
CRSP,CRISPR Therapeutics AG,4-Sell,47.28,D,F,B,F,12.5
COST,Costco Wholesale Corporation,3-Hold,452.68,C,B,D,C,50.0
CRDO,Credo Technology Group Holding Ltd.,4-Sell,12.55,F,D,B,F,12.5
CRTO,Criteo S.A.,3-Hold,26.35,A,C,C,B,62.5
CROX,Crocs Inc.,3-Hold,108.22,B,C,F,C,50.0
CRUS,Cirrus Logic Inc.,3-Hold,75.27,B,A,F,B,62.5
CRSR,Corsair Gaming Inc.,4-Sell,14.12,B,D,F,D,25.0
CR,Crane Holdings Co.,2-Buy,101.68,B,F,C,D,50.0
CSII,Cardiovascular Systems Inc.,3-Hold,14.09,D,F,A,D,37.5
CSGP,CoStar Group Inc.,3-Hold,75.83,D,D,D,F,25.0
CSCO,Cisco Systems Inc.,3-Hold,46.9,C,A,B,A,75.0
CSAN,Cosan S.A. Sponsored ADR,3-Hold,11.83,B,B,B,A,75.0
CRWD,CrowdStrike,3-Hold,95.87,D,A,A,B,62.5
CSL,Carlisle Companies Incorporated,2-Buy,231.07,B,B,F,B,75.0
CSWC,Capital Southwest Corporation,3-Hold,17.4,F,F,B,F,25.0
CTAS,Cintas Corporation,3-Hold,434.5,D,B,B,B,62.5
CSIQ,Canadian Solar Inc.,3-Hold,31.48,A,B,C,A,75.0
CSTM,Constellium SE,3-Hold,12.78,A,C,D,B,62.5
CUBE,CubeSmart,3-Hold,38.56,D,B,D,C,50.0
CTSH,Cognizant Technology Solutions Corporation,3-Hold,56.9,A,A,B,A,75.0
CTRE,CareTrust REIT Inc.,3-Hold,18.8,D,C,F,D,37.5
CSX,CSX Corporation,3-Hold,30.92,D,B,F,D,37.5
CTKB,Cytek Biosciences Inc.,2-Buy,10.48,C,D,B,D,50.0
CVBF,CVB Financial Corporation,3-Hold,24.72,D,C,B,C,50.0
CTLT,Catalent Inc.,3-Hold,46.03,B,F,C,C,50.0
CUBI,Customers Bancorp Inc,3-Hold,27.23,A,F,C,C,50.0
CTRA,Coterra Energy Inc.,2-Buy,23.67,A,A,F,A,87.5
CUTR,Cutera Inc.,3-Hold,41.45,F,F,D,F,25.0
CWAN,Clearwater Analytics Holdings Inc.,3-Hold,17.88,D,B,A,B,62.5
CVX,Chevron Corporation,3-Hold,174.24,B,A,F,A,75.0
CVS,CVS Health Corporation,3-Hold,90.99,A,A,C,A,75.0
CWK,Cushman & Wakefield PLC,5-Strong Sell,12.84,B,C,F,C,25.0
CVI,CVR Energy Inc.,5-Strong Sell,30.67,B,A,F,A,50.0
CWH,Camping World,3-Hold,23.53,A,B,C,A,75.0
CWEN,Clearway Energy Inc.,2-Buy,31.79,B,B,A,A,87.5
CYRX,CryoPort Inc.,3-Hold,18.47,F,A,C,C,50.0
CYBR,CyberArk Software Ltd.,3-Hold,120.2,F,D,C,F,25.0
DAL,Delta Air Lines Inc.,2-Buy,35.06,A,A,D,A,87.5
CZR,Caesars Entertainment Inc.,2-Buy,43.53,A,A,F,B,75.0
DAN,Dana Incorporated,3-Hold,16.27,A,D,C,B,62.5
CYTK,Cytokinetics Incorporated,3-Hold,41.99,F,F,C,F,25.0
DAR,Darling Ingredients Inc.,3-Hold,60.06,A,B,D,B,62.5
DAVA,Endava PLC Sponsored ADR,2-Buy,71.83,C,A,B,A,87.5
DADA,Dada Nexus Limited Sponsored ADR,4-Sell,12.1,D,B,C,C,37.5
DASH,DoorDash Inc.,4-Sell,47.85,D,D,B,D,25.0
CVLT,CommVault Systems Inc.,3-Hold,64.11,C,A,C,B,62.5
D,Dominion Energy Inc.,3-Hold,61.96,C,D,D,D,37.5
DAWN,Day One Biopharmaceuticals Inc.,3-Hold,20.98,F,C,C,D,37.5
DB,Deutsche Bank Aktiengesellschaft,1-Strong Buy,12.11,B,D,C,C,75.0
DBX,Dropbox Inc.,3-Hold,22.25,B,A,C,A,75.0
DD,DuPont de Nemours Inc.,2-Buy,69.92,C,F,B,D,50.0
DCP,DCP Midstream Partners LP,1-Strong Buy,38.91,B,A,B,A,100.0
DDOG,Datadog Inc.,3-Hold,64.73,D,B,A,C,50.0
CVE,Cenovus Energy Inc,3-Hold,18.25,A,A,F,A,75.0
DCI,Donaldson Company Inc.,3-Hold,58.43,C,A,D,B,62.5
DECK,Deckers Outdoor Corporation,2-Buy,391.24,C,F,F,F,37.5
DELL,Dell Technologies Inc.,3-Hold,40.98,A,D,B,B,62.5
DEI,Douglas Emmett Inc.,3-Hold,15.12,B,C,F,C,50.0
DCT,Duck Creek Technologies Inc.,3-Hold,11.33,D,A,A,B,62.5
DE,Deere & Company,2-Buy,414.66,B,A,B,A,87.5
DBRG,DigitalBridge Group Inc.,3-Hold,11.01,B,B,A,A,75.0
DEN,Denbury Inc.,3-Hold,80.22,C,A,D,B,62.5
DEO,Diageo plc,3-Hold,176.44,D,A,B,B,62.5
DENN,Denny's Corporation,3-Hold,10.02,B,D,F,C,50.0
DFS,Discover Financial Services,3-Hold,99.63,B,D,D,C,50.0
DGII,Digi International Inc.,3-Hold,34.31,C,A,A,A,75.0
DGX,Quest Diagnostics Incorporated,2-Buy,153.43,A,B,B,A,87.5
DH,Definitive Healthcare Corp.,5-Strong Sell,10.65,F,F,A,F,0.0
DHR,Danaher Corporation,3-Hold,254.76,D,C,B,D,37.5
DHI,D.R. Horton Inc.,3-Hold,90.86,B,B,F,B,62.5
DICE,DICE Therapeutics Inc.,2-Buy,32.02,D,C,B,D,50.0
DIS,The Walt Disney Company,5-Strong Sell,91.53,D,B,B,B,37.5
DINO,HF Sinclair Corporation,3-Hold,50.32,A,A,F,A,75.0
DISH,DISH Network Corporation,3-Hold,14.73,A,D,F,C,50.0
DK,Delek US Holdings Inc.,3-Hold,24.51,A,A,F,A,75.0
DKS,DICK'S Sporting Goods Inc.,3-Hold,123.87,B,F,D,D,37.5
DKNG,DraftKings Inc.,3-Hold,11.57,F,C,D,F,25.0
DLB,Dolby Laboratories,5-Strong Sell,71.68,F,C,A,D,12.5
DLO,DLocal Limited,3-Hold,15.16,C,A,F,C,50.0
DG,Dollar General Corporation,3-Hold,243.88,B,C,F,C,50.0
DLTR,Dollar Tree Inc.,3-Hold,141.23,B,C,B,B,62.5
DLR,Digital Realty Trust Inc.,4-Sell,99.27,D,D,D,F,12.5
DNB,Dun & Bradstreet Holdings Inc.,3-Hold,12.46,B,B,F,B,62.5
DEA,Easterly Government Properties Inc.,4-Sell,14.58,D,D,F,F,12.5
DOC,Physicians Realty Trust,3-Hold,14.56,D,D,D,F,25.0
DOCN,DigitalOcean Holdings Inc.,3-Hold,24.66,C,A,F,C,50.0
DOCS,Doximity Inc.,3-Hold,32.04,D,D,B,D,37.5
DOCU,DocuSign,1-Strong Buy,55,F,B,C,C,75.0
DNUT,Krispy Kreme Inc.,4-Sell,10.72,C,D,F,D,25.0
DNLI,Denali Therapeutics Inc.,3-Hold,28.47,F,D,C,F,25.0
DOMO,Domo Inc.,2-Buy,13.26,D,A,C,B,75.0
DOW,Dow Inc.,4-Sell,52.16,A,B,C,B,50.0
DOV,Dover Corporation,3-Hold,134.46,C,C,D,C,50.0
DNOW,NOW Inc.,4-Sell,11.87,C,A,A,A,62.5
DRI,Darden Restaurants Inc.,3-Hold,144.06,B,A,A,A,75.0
DQ,DAQO New Energy Corp.,5-Strong Sell,37.62,A,A,A,A,50.0
DRQ,DrilQuip Inc.,3-Hold,26.46,F,C,B,D,37.5
DRVN,Driven Brands Holdings Inc.,3-Hold,26.76,B,C,A,B,62.5
DT,Dynatrace Inc.,3-Hold,37.11,D,B,F,C,50.0
DOX,Amdocs Limited,3-Hold,90.73,B,B,A,A,75.0
DTM,DT Midstream Inc.,3-Hold,52.96,D,C,B,C,50.0
DUOL,Duolingo Inc.,3-Hold,71.57,F,A,B,B,62.5
DRS,Leonardo DRS Inc.,3-Hold,12.13,F,F,B,F,25.0
DV,DoubleVerify Holdings Inc.,3-Hold,22.01,D,C,F,D,37.5
DVAX,Dynavax Technologies Corporation,3-Hold,10.43,C,C,F,C,50.0
DVN,Devon Energy Corporation,3-Hold,59.86,B,A,D,A,75.0
DX,Dynex Capital Inc.,3-Hold,13.18,B,F,D,D,37.5
DXC,DXC Technology Company.,3-Hold,27.66,A,C,D,B,62.5
DTE,DTE Energy Company,3-Hold,116.99,C,F,F,F,25.0
DVA,DaVita Inc.,5-Strong Sell,77.58,A,B,A,A,50.0
DXCM,DexCom Inc.,3-Hold,112.91,D,A,D,B,62.5
EA,Electronic Arts Inc.,3-Hold,124.79,D,F,D,F,25.0
DUK,Duke Energy Corporation,3-Hold,102.87,C,D,D,D,37.5
E,Eni SpA,2-Buy,28.65,A,B,F,A,87.5
EBC,Eastern Bankshares Inc.,3-Hold,17.51,D,C,C,C,50.0
DYN,Dyne Therapeutics Inc.,2-Buy,11.48,C,C,C,D,50.0
EBAY,eBay Inc.,3-Hold,42.93,B,C,D,C,50.0
EAT,Brinker International Inc.,5-Strong Sell,34.25,B,B,B,A,50.0
DY,Dycom Industries Inc.,2-Buy,94.01,B,D,B,C,62.5
ED,Consolidated Edison Inc,3-Hold,95,C,C,A,C,50.0
EDR,Endeavor Group Holdings Inc.,3-Hold,22.17,C,A,A,A,75.0
EDU,New Oriental Education & Technology Group Inc.,2-Buy,37.43,F,D,A,D,50.0
ECL,Ecolab Inc.,3-Hold,144.58,D,D,F,F,25.0
EBS,Emergent Biosolutions Inc.,5-Strong Sell,12.22,B,F,F,D,12.5
EEFT,Euronet Worldwide Inc.,3-Hold,94.21,C,A,F,B,62.5
EE,Excelerate Energy Inc.,5-Strong Sell,23.6,D,B,F,C,25.0
EFC,Ellington Financial Inc.,2-Buy,12.9,C,F,C,F,37.5
EFX,Equifax Inc.,3-Hold,199.26,D,C,F,D,37.5
EHC,Encompass Health Corporation,4-Sell,59.33,A,B,A,A,62.5
EHAB,Enhabit Inc.,4-Sell,12.92,A,F,C,C,37.5
EIX,Edison International,2-Buy,64.7,B,B,D,B,75.0
EL,The Estee Lauder Companies Inc.,3-Hold,259.92,F,F,D,F,25.0
ELME,Elme Communities,3-Hold,17.68,F,F,D,F,25.0
ELAN,Elanco Animal Health Incorporated,5-Strong Sell,12.6,C,B,B,B,37.5
ELV,Elevance Health Inc.,3-Hold,475.29,A,A,A,A,75.0
EMBC,Embecta Corp.,5-Strong Sell,25.99,A,D,C,C,25.0
EME,EMCOR Group Inc.,3-Hold,144.58,B,B,C,A,75.0
EMR,Emerson Electric Co.,4-Sell,94.86,D,B,B,B,50.0
EMN,Eastman Chemical Company,4-Sell,84.73,B,D,C,C,37.5
ELS,Equity Lifestyle Properties Inc.,3-Hold,63.72,F,C,B,D,37.5
ENOV,Enovis Corporation,4-Sell,57.05,B,F,F,D,25.0
ENPH,Enphase Energy Inc.,3-Hold,244.48,D,A,A,A,75.0
ELF,e.l.f. Beauty,1-Strong Buy,55.27,F,B,F,D,62.5
ENLC,EnLink Midstream LLC,2-Buy,11.71,A,A,C,A,87.5
ENTG,Entegris Inc.,4-Sell,66.84,D,B,D,C,37.5
ENB,Enbridge Inc,3-Hold,39.4,C,D,D,D,37.5
ENV,Envestnet Inc,3-Hold,62.6,C,D,B,D,37.5
EPC,Edgewell Personal Care Company,5-Strong Sell,39.06,B,C,A,B,37.5
DPZ,Domino's Pizza Inc,3-Hold,337.6,D,B,D,C,50.0
EOG,EOG Resources Inc.,3-Hold,124.85,B,A,F,B,62.5
EPD,Enterprise Products Partners L.P.,3-Hold,24.48,A,B,D,B,62.5
EQC,Equity Commonwealth,1-Strong Buy,24.81,F,C,D,F,50.0
EQH,Equitable Holdings Inc.,4-Sell,29.56,A,F,D,C,37.5
EQIX,Equinix Inc.,3-Hold,661.7,F,B,C,D,37.5
EPAM,EPAM Systems Inc.,2-Buy,305.86,C,A,F,B,75.0
EQR,Equity Residential,3-Hold,57.71,D,C,D,D,37.5
EQNR,Equinor ASA,3-Hold,31.6,A,A,C,A,75.0
ENFN,Enfusion Inc.,3-Hold,11.1,F,A,B,B,62.5
ERJ,EmbraerEmpresa Brasileira de Aeronautica,3-Hold,11.01,A,B,F,A,75.0
ERII,Energy Recovery Inc.,4-Sell,20.2,F,F,F,F,12.5
ESAB,ESAB Corporation,2-Buy,49.92,B,F,F,D,50.0
EPR,EPR Properties,3-Hold,36.45,B,B,C,A,75.0
ES,Eversource Energy,3-Hold,83.73,C,C,C,C,50.0
ESTC,Elastic N.V.,3-Hold,48.3,F,F,D,F,25.0
ESI,Element Solutions Inc.,3-Hold,18.03,B,B,B,B,62.5
ESMT,EngageSmart Inc.,3-Hold,17.11,D,B,B,C,50.0
ET,Energy Transfer LP,3-Hold,11.79,A,A,C,A,75.0
ESTE,Earthstone Energy Inc.,4-Sell,12.96,A,A,F,A,62.5
ETR,Entergy Corporation,3-Hold,104.03,B,B,B,B,62.5
ETNB,89BIO,3-Hold,12.3,D,A,A,B,62.5
ETD,Ethan Allen Interiors Inc.,3-Hold,27.05,A,A,B,A,75.0
ETSY,Etsy Inc.,3-Hold,119.25,D,B,C,C,50.0
EURN,Euronav NV,2-Buy,15.53,C,B,A,B,75.0
EVA,Enviva Inc.,3-Hold,47.71,F,B,C,C,50.0
EVER,EverQuote Inc.,1-Strong Buy,14.3,F,C,D,D,62.5
EVRG,Evergy Inc.,4-Sell,63.11,C,B,F,C,37.5
EVH,Evolent Health Inc,3-Hold,26.15,C,B,A,A,75.0
EVTC,Evertec Inc.,2-Buy,32.43,B,D,D,C,62.5
EVRI,Everi Holdings Inc.,5-Strong Sell,14.67,B,C,C,C,25.0
ETN,Eaton Corporation PLC,2-Buy,156.56,C,D,F,D,50.0
ESNT,Essent Group Ltd.,2-Buy,38.7,A,F,F,D,50.0
EVBG,Everbridge Inc.,2-Buy,27.35,C,A,C,B,75.0
EWBC,East West Bancorp Inc.,3-Hold,66.5,B,B,F,B,62.5
EXC,Exelon Corporation,4-Sell,42.32,C,C,D,C,37.5
EXAS,Exact Sciences Corporation,2-Buy,48.64,D,F,A,D,50.0
EXEL,Exelixis Inc.,4-Sell,16.5,B,B,A,A,62.5
EXPE,Expedia Group Inc.,2-Buy,91.89,A,B,F,A,87.5
EXPI,Exp World Holdings Inc.,3-Hold,11.05,B,B,C,A,75.0
EXPD,Expeditors International of Washington Inc.,3-Hold,105.34,B,A,F,A,75.0
EWCZ,European Wax Center Inc.,2-Buy,13.41,D,D,F,F,37.5
EYE,National Vision Holdings Inc.,3-Hold,40.89,B,D,C,C,50.0
F,Ford Motor Company,5-Strong Sell,12.21,A,C,C,B,37.5
FAF,First American Financial Corporation,2-Buy,54.6,A,C,F,B,75.0
FANG,Diamondback Energy Inc.,3-Hold,133.64,B,A,D,A,75.0
FA,First Advantage Corporation,3-Hold,12.88,B,C,F,C,50.0
FAST,Fastenal Company,3-Hold,45.91,D,B,A,B,62.5
EXTR,Extreme Networks Inc.,3-Hold,18.64,C,A,B,A,75.0
ERF,Enerplus Corporation,3-Hold,16.21,B,A,D,A,75.0
FBIN,Fortune Brands Innovations Inc.,5-Strong Sell,58.76,C,D,F,D,12.5
FATE,Fate Therapeutics Inc.,2-Buy,10.77,F,F,B,F,37.5
FBP,First BanCorp.,3-Hold,12.64,A,D,C,C,50.0
FCF,First Commonwealth Financial Corporation,3-Hold,13.76,B,D,F,D,37.5
FBRT,Franklin BSP Realty Trust Inc.,3-Hold,13.33,C,D,A,C,50.0
FCN,FTI Consulting Inc.,3-Hold,161.48,B,C,B,B,62.5
FCPT,Four Corners Property Trust Inc.,4-Sell,26.22,F,C,B,D,25.0
FDX,FedEx Corporation,3-Hold,179.69,A,C,D,B,62.5
FCX,FreeportMcMoRan Inc.,3-Hold,39.46,B,D,B,B,62.5
FERG,Ferguson plc,3-Hold,132.03,B,A,C,A,75.0
FE,FirstEnergy Corporation,3-Hold,41.5,C,D,D,D,37.5
FFBC,First Financial Bancorp.,3-Hold,24.56,C,D,C,D,37.5
EQT,EQT Corporation,3-Hold,32.24,B,B,D,A,75.0
FFIV,F5 Inc.,3-Hold,141.11,B,C,A,B,62.5
FGEN,FibroGen Inc,4-Sell,18.38,F,C,B,D,25.0
FFWM,First Foundation Inc.,5-Strong Sell,14.47,D,D,F,D,12.5
FFIN,First Financial Bankshares Inc.,3-Hold,33.1,D,C,D,D,37.5
FHB,First Hawaiian Inc.,4-Sell,25.49,C,D,D,D,25.0
FISV,Fiserv Inc.,3-Hold,99.6,B,D,D,D,37.5
EXR,Extra Space Storage Inc,3-Hold,140.52,D,B,F,D,37.5
FIBK,First Interstate BancSystem Inc.,3-Hold,38.18,C,B,D,C,50.0
FIVE,Five Below Inc.,3-Hold,175.38,D,F,D,F,25.0
FITB,Fifth Third Bancorp,3-Hold,33.01,B,C,F,C,50.0
FHI,Federated Hermes Inc.,4-Sell,37.51,C,C,D,C,37.5
FLEX,Flex Ltd.,3-Hold,21.56,A,C,D,B,62.5
FLGT,Fulgent Genetics Inc.,4-Sell,30.1,A,B,C,A,62.5
FIVN,Five9 Inc.,3-Hold,66.93,D,C,F,D,37.5
FLNC,Fluence Energy Inc.,3-Hold,16.13,D,F,F,F,25.0
FLO,Flowers Foods Inc.,3-Hold,28.59,B,B,A,A,75.0
FL,Foot Locker Inc.,3-Hold,37.96,A,F,B,B,62.5
FLNG,Flex LNG Ltd.,3-Hold,29.66,D,B,B,C,50.0
FLS,Flowserve Corporation,3-Hold,30.37,C,F,F,F,25.0
FLR,Fluor Corporation,2-Buy,32.61,C,F,F,F,37.5
FLT,FleetCor Technologies Inc.,3-Hold,179.73,B,F,B,C,50.0
FLYW,Flywire Corporation,3-Hold,23.54,F,C,C,D,37.5
FMS,Fresenius Medical Care AG & Co. KGaA,5-Strong Sell,16.82,A,D,D,C,25.0
FMC,FMC Corporation,3-Hold,120.4,C,F,F,F,25.0
FMX,Fomento Economico Mexicano S.A.B. de C.V.,3-Hold,78.84,B,D,C,C,50.0
FND,Floor & Decor Holdings Inc.,4-Sell,73.69,C,C,B,C,37.5
FNB,F.N.B. Corporation,3-Hold,13.06,B,B,F,B,62.5
FNF,Fidelity National Financial Inc.,4-Sell,37.72,A,C,F,B,50.0
FOLD,Amicus Therapeutics Inc.,3-Hold,11.68,D,A,D,C,50.0
FOUR,Shift4 Payments Inc.,3-Hold,54.94,D,A,F,C,50.0
FR,First Industrial Realty Trust Inc.,3-Hold,47.42,F,C,A,C,50.0
FPI,Farmland Partners Inc.,3-Hold,12.5,F,F,F,F,25.0
FRO,Frontline PLC,3-Hold,10.98,B,D,A,B,62.5
FROG,JFrog Ltd.,3-Hold,22.01,F,F,D,F,25.0
FRC,First Republic Bank,3-Hold,122.55,D,F,F,F,25.0
FRSH,Freshworks Inc.,3-Hold,14.34,F,C,D,F,25.0
FRT,Federal Realty Investment Trust,3-Hold,102.33,D,C,F,F,25.0
FRG,Franchise Group Inc.,5-Strong Sell,28.38,B,F,C,D,12.5
HBAN,Huntington Bancshares Incorporated,3-Hold,14.19,B,D,C,C,50.0
FRPT,Freshpet Inc.,4-Sell,53.1,D,F,F,F,12.5
FSK,FS KKR Capital Corp.,1-Strong Buy,18.02,D,F,D,F,50.0
FSS,Federal Signal Corporation,4-Sell,46.95,D,F,C,F,12.5
FTDR,Frontdoor Inc.,3-Hold,21.15,B,D,B,C,50.0
FTAI,FTAI Aviation Ltd.,3-Hold,18.89,A,A,D,A,75.0
FORM,FormFactor Inc.,3-Hold,22.54,C,C,A,B,62.5
FTI,TechnipFMC plc,3-Hold,11.87,C,D,B,C,50.0
FNKO,Funko Inc.,4-Sell,11.25,C,F,D,D,25.0
FTS,Fortis,4-Sell,40.2,C,D,C,D,25.0
FTNT,Fortinet Inc.,3-Hold,47.78,D,A,F,B,62.5
FUL,H. B. Fuller Company,3-Hold,70.17,B,B,B,B,62.5
FNV,FrancoNevada Corporation,3-Hold,138.56,F,D,F,F,25.0
FUN,Cedar Fair L.P.,3-Hold,42.14,A,A,D,A,75.0
FTV,Fortive Corporation,4-Sell,64.19,D,C,C,D,25.0
FVRR,Fiverr International,3-Hold,29.44,D,B,A,B,62.5
FUTU,Futu Holdings Limited Sponsored ADR,3-Hold,46.11,D,F,A,D,37.5
FWONK,Liberty Media Corporation,1-Strong Buy,62.04,D,C,A,C,75.0
FWRG,First Watch Restaurant Group Inc.,3-Hold,13.5,B,D,A,C,50.0
FULT,Fulton Financial Corporation,3-Hold,16.55,B,B,C,A,75.0
FSLR,First Solar Inc.,3-Hold,145.5,C,B,A,B,62.5
GBDC,Golub Capital BDC Inc.,1-Strong Buy,13.2,F,F,C,F,50.0
GBX,Greenbrier Companies Inc. The,3-Hold,35.02,B,C,C,B,62.5
GD,General Dynamics Corporation,3-Hold,244.63,B,A,F,B,62.5
G,Genpact Limited,3-Hold,45.48,B,B,B,A,75.0
GDOT,Green Dot Corporation,5-Strong Sell,16.3,A,B,B,A,50.0
GDDY,GoDaddy Inc.,3-Hold,73.55,B,A,B,A,75.0
GDYN,Grid Dynamics Holdings Inc.,3-Hold,11.09,C,A,F,B,62.5
GBCI,Glacier Bancorp Inc.,3-Hold,48.06,D,D,F,F,25.0
GDS,GDS Holdings,3-Hold,25.47,C,B,B,B,62.5
GEN,Gen Digital Inc.,3-Hold,21.1,C,F,C,D,37.5
GEO,Geo Group Inc The,2-Buy,10.65,A,B,C,A,87.5
GES,Guess Inc.,3-Hold,21.96,B,F,F,D,37.5
GFF,Griffon Corporation,3-Hold,35.73,B,A,D,A,75.0
GH,Guardant Health Inc.,3-Hold,26.81,F,D,A,D,37.5
GGG,Graco Inc.,3-Hold,67.84,D,B,F,D,37.5
GFL,GFL Environmental Inc.,4-Sell,30.32,C,C,A,B,50.0
GE,General Electric Company,3-Hold,71.37,C,B,B,B,62.5
GFS,GlobalFoundries Inc.,3-Hold,51.93,C,C,C,C,50.0
GIII,GIII Apparel Group LTD.,5-Strong Sell,14.12,C,F,F,F,0.0
FYBR,Frontier Communications Parent Inc.,2-Buy,26.32,A,B,F,B,75.0
GL,Globe Life Inc.,2-Buy,119.8,B,C,A,B,75.0
GILD,Gilead Sciences Inc.,3-Hold,85.5,A,C,C,B,62.5
GLP,Global Partners LP,3-Hold,32,A,A,A,A,75.0
GIL,Gildan Activewear Inc.,3-Hold,28.18,B,C,D,B,62.5
GLNG,Golar LNG Limited,2-Buy,21.38,D,D,D,F,37.5
GLOB,Globant S.A.,4-Sell,159.24,D,B,C,C,37.5
GKOS,Glaukos Corporation,4-Sell,43.65,F,D,D,F,12.5
GLPI,Gaming and Leisure Properties Inc.,3-Hold,50.14,D,C,B,C,50.0
GM,General Motors Company,4-Sell,34.78,A,D,D,B,50.0
GLW,Corning Incorporated,4-Sell,34.15,B,C,F,C,37.5
GME,GameStop Corp.,2-Buy,16.46,D,D,B,C,62.5
GMED,Globus Medical Inc.,3-Hold,73.09,C,D,C,D,37.5
GNL,Global Net Lease Inc.,4-Sell,12.91,B,B,B,A,62.5
FOCS,Focus Financial Partners Inc.,5-Strong Sell,38.68,C,B,D,B,37.5
GIS,General Mills Inc.,3-Hold,84.1,B,B,A,A,75.0
GO,Grocery Outlet Holding Corp.,3-Hold,28.36,C,B,A,A,75.0
GNRC,Generac Holdings Inc.,5-Strong Sell,97.75,D,F,F,F,0.0
GNK,Genco Shipping & Trading Limited,5-Strong Sell,14.88,B,C,A,A,50.0
GNTX,Gentex Corporation,4-Sell,28.05,B,D,B,C,37.5
GOGO,Gogo Inc.,3-Hold,14.99,F,D,F,F,25.0
GOLD,Barrick Gold Corporation,3-Hold,18.36,C,F,C,D,37.5
GOOGL,Alphabet Inc.,3-Hold,86.7,B,B,F,B,62.5
GOOS,Canada Goose Holdings Inc.,3-Hold,19.02,C,F,F,F,25.0
GPK,Graphic Packaging Holding Company,3-Hold,21.86,A,A,A,A,75.0
GPRE,Green Plains Inc.,3-Hold,30.35,C,B,F,C,50.0
GOLF,Acushnet,3-Hold,43.25,C,D,A,C,50.0
GPC,Genuine Parts Company,2-Buy,168.25,A,B,A,A,87.5
GFI,Gold Fields Limited,2-Buy,11.3,B,A,F,A,87.5
GPN,Global Payments Inc.,4-Sell,101.49,B,C,F,C,37.5
GOOG,Alphabet Inc.,3-Hold,87.34,B,B,F,B,62.5
GRMN,Garmin Ltd.,4-Sell,94.81,D,D,F,F,12.5
GRBK,Green Brick Partners Inc.,5-Strong Sell,25.57,C,A,D,B,37.5
GPS,The Gap Inc.,3-Hold,11.64,C,D,D,C,50.0
GMAB,Genmab AS Sponsored ADR,3-Hold,42.22,C,C,C,C,50.0
GSK,GSK PLC Sponsored ADR,3-Hold,34.42,A,F,C,C,50.0
GSBD,Goldman Sachs BDC Inc.,3-Hold,14.26,D,F,A,D,37.5
GT,The Goodyear Tire & Rubber Company,5-Strong Sell,10.53,B,F,A,C,25.0
GTN,Gray Television Inc.,5-Strong Sell,11.56,A,A,F,A,50.0
GTLS,Chart Industries Inc.,3-Hold,119.01,D,B,F,D,37.5
GTES,Gates Industrial Corporation PLC,3-Hold,11.94,B,F,C,D,37.5
